Family,Genus,CommonName,Species,Species (ITIS),TrophicGuild,Refs,Fruit,Leaves,Flowers,Seeds,Animal,Gums,Nectar,Other,Region,Country,Data_type,Study_duration_months,N_groups,Mean_individuals,Comments,
Callitrichidae,Leontocebus,Lesson_s_Saddle_back_Tamarin,Leontocebus_fuscus,Leontocebus_fuscus,Omnivore,1158,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animall prey",
Callitrichidae,Leontocebus,Illiger_s_Saddle_back_Tamarin,Leontocebus_illigeri,Leontocebus_illigeri,Omnivore,715,NI,NI,NI,NI,NI,NI,NI,NI,Rio Pacaya,Peru,NI,60,2,NI,NI,
Callitrichidae,Leontocebus,Red_mantled_Saddle_back_Tamarin,Leontocebus_lagonotus,Leontocebus_lagonotus,Omnivore,1158,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and small animal prey",
Callitrichidae,Leontocebus,Andean_Saddle_back_Tamarin,Leontocebus_leucogenys,Leontocebus_leucogenys,Omnivore,716,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and small animal prey",
Callitrichidae,Leontocebus,Black_mantled_tamarin,Leontocebus_nigricollis,Leontocebus_nigricollis,Omnivore,717,80,NI,NI,NI,NI,NI,NI,NI,Cuyabeno Faunal Production Reserve,Ecuador,NI,8,NI,08-oct,"Also insects, gums and small vertebrates",
Callitrichidae,Leontocebus,Geoffroy_s_Saddle_back_Tamarin,Leontocebus_nigrifrons,Leontocebus_nigrifrons,Omnivore,714,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Leontocebus,Golden_mantled_Saddle_back_Tamarin,Leontocebus_tripartitus,Leontocebus_tripartitus,Omnivore,73,NI,NI,NI,62,21,12,1,4,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Leontocebus,Weddell’s_Saddle_back_Tamarin,Leontocebus_weddelli,Leontocebus_weddelli,Frugivore,72,61,NI,NI,NI,22,11,6,NI,Department of the Pando,Bolivia,Feeding & foraging time,2,1,NI,NI,
Callitrichidae,Leontocebus,Weddell’s_Saddle_back_Tamarin,Leontocebus_weddelli,Leontocebus_weddelli,Omnivore,176,49,NI,NI,NI,26,12,7,6,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Leontocebus,Weddell’s_Saddle_back_Tamarin,Leontocebus_weddelli,Leontocebus_weddelli,Omnivore,177,60.5,NI,NI,NI,21,8,5,5.5,Department of the Pando,Bolivia,Feeding & foraging time,2,1,04-may,NI,
Callitrichidae,Leontopithecus,Black_faced_Lion_Tamarin,Leontopithecus_caissara,Leontopithecus_caissara,Frugivore,719,74.52,NI,1,NI,21,NI,1,2.48,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Leontopithecus,Golden_headed_Lion_Tamarin,Leontopithecus_chrysomelas,Leontopithecus_chrysomelas,Omnivore,179,35,NI,NI,NI,64,1,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Leontopithecus,Black_Lion_Tamarin,Leontopithecus_chrysopygus,Leontopithecus_chrysopygus,Frugivore,74,73.4,NI,NI,0.2,10.1,15.2,1.1,NI,Fazenda Rio Claro,Brazil,NI,NI,NI,NI,NI,
Callitrichidae,Leontopithecus,Golden_Lion_Tamarin,Leontopithecus_rosalia,Leontopithecus_rosalia,Frugivore,726,84,NI,NI,NI,13.6,1.5,NI,8.9,Poço das Antas,Brazil,NI,NI,NI,NI,NI,
Callitrichidae,Leontopithecus,Golden_Lion_Tamarin,Leontopithecus_rosalia,Leontopithecus_rosalia,Frugivore,726,79.6,NI,5,NI,15.4,NI,NI,NI,Uniao,Brazil,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Antafia_Sportive_Lemur,Lepilemur_aeeclis,Lepilemur_aeeclis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Tsiombikibo_Sportive_Lemur,Lepilemur_ahmansonorum,Lepilemur_ahmansonorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Ankarana_Sportive_Lemur,Lepilemur_ankaranensis,Lepilemur_ankaranensis,Folivore_frugivore,1178,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"A study of this species in degraded secondary forest fragments south of Montagne d'Ambre National Park found that the animals ate a high proportion of fuirts during the rainy season when fruits are abundant, whereas they only ate leaves during the dry season.",
Lepilemuridae,Lepilemur,Betsileo_Sportive_Lemur,Lepilemur_betsileo,Lepilemur_betsileo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Gray_s_Sportive_Lemur,Lepilemur_dorsalis,Lepilemur_dorsalis,Folivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Milne_Edwards_s_Sportive_Lemur,Lepilemur_edwardsi,Lepilemur_edwardsi,Folivore,445,0.3,74.4,5.2,NI,NI,NI,NI,20.1,Mahajanga,Madagascar,Feeding records (%),11,NI,7,,
Lepilemuridae,Lepilemur,Andohahela_Sportive_Lemur,Lepilemur_fleuretae,Lepilemur_fleuretae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Anjiamangirana_Sportive_Lemur,Lepilemur_grewcockorum,Lepilemur_grewcockorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Mananara_Nord_Sportive_Lemur,Lepilemur_hollandorum,Lepilemur_hollandorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Zombitse_Sportive_Lemur,Lepilemur_hubbardi,Lepilemur_hubbardi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Manombo_Sportive_Lemur,Lepilemur_jamesorum,Lepilemur_jamesorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,White_footed_Sportive_Lemur,Lepilemur_leucopus,Lepilemur_leucopus,Folivore,733,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Small_toothed_Sportive_Lemur,Lepilemur_microdon,Lepilemur_microdon,Folivore_frugivore,439,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Daraina_Sportive_Lemur,Lepilemur_milanoii,Lepilemur_milanoii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Mittermeier_s_Sportive_Lemur,Lepilemur_mittermeieri,Lepilemur_mittermeieri,Folivore,76,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Weasel_Sportive_Lemur,Lepilemur_mustelinus,Lepilemur_mustelinus,Folivore,180,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Lepilemuridae,Lepilemur,Weasel_Sportive_Lemur,Lepilemur_mustelinus,Lepilemur_mustelinus,Folivore,181,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Lepilemuridae,Lepilemur,Ambodimahabibo_Sportive_Lemur,Lepilemur_otto,Lepilemur_otto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lepilemuridae,Lepilemur,Petter_s_Sportive_Lemur,Lepilemur_petteri,Lepilemur_petteri,Folivore,349,NI,90,10,NI,NI,NI,NI,NI,Beza Mahafaly Special Reserve,Madagascar,Feeding time (%),11,NI,5,NI,
Lepilemuridae,Lepilemur,Bemaraha_Sportive_Lemur,Lepilemur_randrianasoloi,Lepilemur_randrianasoloi,Folivore,439,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Red_tailed_Sportive_Lemur,Lepilemur_ruficaudatus,Lepilemur_ruficaudatus,Folivore,737,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Sahamalaza_Sportive_Lemur,Lepilemur_sahamalazensis,Lepilemur_sahamalazensis,Folivore,739,0.43,99,NI,NI,NI,NI,NI,0.57,Sahamalaza-Iles Radama National Park,Madagascar,NI,12,NI,NI,NI,
Lepilemuridae,Lepilemur,Masoala_Sportive_Lemur,Lepilemur_scottorum,Lepilemur_scottorum,Folivore,163,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Lepilemuridae,Lepilemur,Seal_s_Sportive_Lemur,Lepilemur_seali,Lepilemur_seali,Folivore,182,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Lepilemuridae,Lepilemur,Sahafary_Sportive_Lemur,Lepilemur_septentrionalis,Lepilemur_septentrionalis,Folivore,180,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Lepilemuridae,Lepilemur,Nosy_Be_Sportive_Lemur,Lepilemur_tymerlachsoni,Lepilemur_tymerlachsoni,Folivore_frugivore,439,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lepilemuridae,Lepilemur,Wright_s_Sportive_Lemur,Lepilemur_wrightae,Lepilemur_wrightae,Folivore,742,NI,99.5,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Lophocebus,Gray_cheeked_Mangabey,Lophocebus_albigena,Lophocebus_albigena,Frugivore,520,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Lophocebus,Northern_Black_Crested_Mangabey,Lophocebus_aterrimus,Lophocebus_aterrimus,Frugivore,743,56.7,3.3,4.2,30.5,1.6,NI,NI,NI,Lake Tumba,Zaire,Feeding time (%),24,NI,14-19,NI,
Cercopithecidae,Lophocebus,Johnston_s_Mangabey,Lophocebus_johnstoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Lophocebus,Southern_Back_Crested_Mangabey,Lophocebus_opdenboschi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Lophocebus,Rusty_mantled_Mangabey,Lophocebus_osmani,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Lophocebus,Ugandan_Crested_Mangabey,Lophocebus_ugandae,NA,Folivore_frugivore,895,35-78,02-oct,1.0-8,NI,0-9,NI,NI,NI,Kibale,Uganda,NI,NI,NI,NI,NI,
Lorisidae,Loris,Gray_Slender_Loris,Loris_lydekkerianus,Loris_lydekkerianus,Insectivore,746,1,NI,NI,NI,96,3,NI,NI,Tamil Nadu,India,Feeding records (%),11,NI,NI,NI,
Lorisidae,Loris,Red_Slender_Loris,Loris_tardigradus,Loris_tardigradus,Insectivore,750,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Stump_tailed_Macaque,Macaca_arctoides,Macaca_arctoides,Folivore_frugivore,327,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Assamese_Macaque,Macaca_assamensis,Macaca_assamensis,Frugivore,752,42.4,21.2,8.3,NI,NI,NI,NI,NI,Phu Khieo Wildlife Sanctuary,Thailand,Feeding records (%),12,1,54,NI,
Cercopithecidae,Macaca,Taiwanese_Macaque,Macaca_cyclopis,Macaca_cyclopis,Frugivore,754,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Taiwanese_Macaque,Macaca_cyclopis,Macaca_cyclopis,Folivore_frugivore,1180,52,15,NI,NI,NI,NI,NI,NI,"Fushan Experimental Forest, I-Lan",China,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Long_tailed_Macaque,Macaca_fascicularis,Macaca_fascicularis,Frugivore,757,66.7,17.2,8.9,NI,4.1,NI,NI,3.1,Kalimantan Tengah,Indonesia,Feeding records (%),NI,NI,NI,NI,
Cercopithecidae,Macaca,Japanese_Macaque,Macaca_fuscata,Macaca_fuscata,Folivore_frugivore,761,20.9,20,4.6,31.55,5.4,0.1,0.1,17.35,Yakushima Island & Kinkazan Island,Japan,Feeding records (%),45,3,22.875,NI,
Cercopithecidae,Macaca,Heck_s_Macaque,Macaca_hecki,Macaca_hecki,Omnivore,763,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Northern_Pig_tailed_Macaque,Macaca_leonina,Macaca_leonina,Frugivore,764,65.9,6.1,2.1,6.1,11.7,NI,NI,9.9,Assam,India,Feeding records (%),36,NI,NI,NI,
Cercopithecidae,Macaca,White_cheeked_Macaque,Macaca_leucogenys,Macaca_leucogenys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Macaca,Moor_Macaque,Macaca_maura,Macaca_maura,Frugivore,766,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Rhesus_Macaque,Macaca_mulatta,Macaca_mulatta,Folivore_frugivore,1160,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Primarily vegetarian, and their diets include fruits, seeds, flowers, leaves, buds, shoots, twings, stems, roots, bark, pith, and gums from hundreds of secies of angiosperms, gymnosperms and fungi.",
Cercopithecidae,Macaca,Rhesus_Macaque,Macaca_mulatta,Macaca_mulatta,Frugivore,769,79,NI,NI,NI,NI,NI,NI,NI,Buxa Tiger reserve,India,Diet scans (%),12,1,41,NI,
Cercopithecidae,Macaca,Arunachal_Macaque,Macaca_munzala,Macaca_munzala,Folivore,183,11.4,39.4,3.3,NI,NI,NI,NI,45.9,Gorsam,India,Feeding time (%),6,1,24,"37.7% of its time feeding on pith (only of Erythrina sp.), 39.4% on leaf (17% mature leaf and 22.4% young leaf ), 11.4% on fruit, 3.3% on flower, 3.5% on petiole, and 4.9% on other parts including
tuber, stem, root, and sepal.",
Cercopithecidae,Macaca,Sunda_Pig_tailed_Macaque,Macaca_nemestrina,Macaca_nemestrina,Frugivore,772,74.6,8.9,1.1,NI,12.6,NI,NI,2.8,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Crested_Macaque,Macaca_nigra,Macaca_nigra,Frugivore,774,65.05,NI,NI,2.55,32,NI,NI,NI,Tangkoko-DuaSudara Nature Reserve,Indonesia,Feeding records (%),18,3,73.5,NI,
Cercopithecidae,Macaca,Gorontalo_Macaque,Macaca_nigrescens,Macaca_nigrescens,Frugivore,775,85.15,3.5,NI,NI,8.9,NI,NI,2.45,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Booted_Macaque,Macaca_ochreata,Macaca_ochreata,Frugivore,159,66,12,20,NI,2,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Pagai_Macaque,Macaca_pagensis,Macaca_pagensis,Frugivore,779,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Bonnet_Macaque,Macaca_radiata,Macaca_radiata,Frugivore,780,47.9,26.7,10.2,6,NI,NI,NI,9.2,Marakkanam Reserve Forest,India,Feeding records (%),2,1,NI,NI,
Cercopithecidae,Macaca,Siberut_Macaque,Macaca_siberu,Macaca_siberu,Frugivore,782,75.5,4.4,0.2,NI,11.9,NI,NI,8,"Siberut, Sumatra",Indonesia,Feeding records (%),13,1,29,NI,
Cercopithecidae,Macaca,Lion_tailed_Macaque,Macaca_silenus,Macaca_silenus,Frugivore,784,61.9,7.1,,31,NI,NI,NI,NI, Western Ghats,India,NI,72,1,NI,NI,
Cercopithecidae,Macaca,Toque_Macaque,Macaca_sinica,Macaca_sinica,Frugivore,787,66,11,1,1,5,1,NI,15,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Barbary_Macaque,Macaca_sylvanus,Macaca_sylvanus,Omnivore,789,33,39.9,NI,NI,NI,NI,NI,27.1,Middle Atlas,Morocco,Estimates of weight of food ingested,13,1,40,NI,
Cercopithecidae,Macaca,Tibetan_Macaque,Macaca_thibetana,Macaca_thibetana,Frugivore,793,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Macaca,Tonkean_Macaque,Macaca_tonkeana,Macaca_tonkeana,Frugivore,160,74.7,6,0.8,7.25,10.1,NI,NI,1.15,"Lore Lindu National Park, Sulawesi",Indonesia,Feeding records (%),15,2,17.25,NI,
Cercopithecidae,Mandrillus,Drill,Mandrillus_leucophaeus,Mandrillus_leucophaeus,Omnivore,795,"38,7",NI,NI,NI,70,NI,NI,5,Korup National Park,Cameroon,Fecal samples (%),6,NI,NI,NI,
Cercopithecidae,Mandrillus,Mandrill,Mandrillus_sphinx,Mandrillus_sphinx,Omnivore,798,88,5,NI,NI,5,NI,NI,2,Makokou & Reserve de Lope-Okanda,Gabon,Fecal samples & stomach content,12,NI,NI,Also insects and small vertebrates,
Callitrichidae,Mico,Rio_Acarí_Marmoset,Mico_acariensis,Mico_acariensis,Omnivore,808,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and small animal prey",
Callitrichidae,Mico,Silvery_Marmoset,Mico_argentatus,Mico_argentatus,Omnivore,802,42.87,NI,NI,NI,7.28,37.73,12.13,,"Santarém, Pará",Brazil,Feeding records (%),16,2,7.75,NI,
Callitrichidae,Mico,Golden_white_Tassel_ear_Marmoset,Mico_chrysoleucos,Mico_chrysoleucos,Omnivore,804,NI,NI,NI,NI,NI,NI,NI,,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and small animal prey",
Callitrichidae,Mico,Snethlage_s_Marmoset,Mico_emiliae,Mico_emiliae,Omnivore,805,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animal prey",
Callitrichidae,Mico,Santarém_Marmoset,Mico_humeralifer,Mico_humeralifer,Omnivore,806,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animal prey",
Callitrichidae,Mico,Black-crowned_Dwarf_Marmoset,NA,Mico_humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callitrichidae,Mico,Rio_Aripuanã_Marmoset,Mico_intermedius,Mico_intermedius,Omnivore,89,NI,NI,NI,NI,NI,NI,NI,NI,"Rio Aripuanã, Mato Grosso",Brazil,Feeding records (%),7,4,10,NI,
Callitrichidae,Mico,Golden_white_Bare_ear_Marmoset,Mico_leucippe,Mico_leucippe,Omnivore,808,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animal prey",
Callitrichidae,Mico,Marca_s_Marmoset,Mico_marcai,Mico_marcai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Callitrichidae,Mico,Maués_Marmoset,Mico_mauesi,Mico_mauesi,Omnivore,804,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and small animal prey",
Callitrichidae,Mico,Black_tailed_Marmoset,Mico_melanurus,Mico_melanurus,Omnivore,810,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animal prey",
Callitrichidae,Mico,Black_headed_Marmoset,Mico_nigriceps,Mico_nigriceps,Omnivore,322,NI,NI,NI,NI,NI,NI,NI,NI,Amazonas & Rondonia,Brazil,Stomach content,NI,NI,NI,NI,
Callitrichidae,Mico,Rondon_s_Marmoset,Mico_rondoni,Mico_rondoni,Omnivore,812,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Small fruits, nectar, gums and smal animal prey",
Callitrichidae,Mico,Sateré_Marmoset,Mico_saterei,Mico_saterei,Omnivore,813,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Microcebus,Montagne_d_Ambre_Mouse_Lemur,Microcebus_arnholdi,Microcebus_arnholdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Madame_Berthe_s_Mouse_Lemur,Microcebus_berthae,Microcebus_berthae,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Microcebus,Bongolava_Mouse_Lemur,Microcebus_bongolavensis,Microcebus_bongolavensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus, Nosy_Boraha_Mouse_Lemur,NA,Microcebus_boraha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Ambarijeby_Mouse_Lemur,Microcebus_danfossi,Microcebus_danfossi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Ganzhorn's_Mouse_Lemur,NA,Microcebus_ganzhorni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Gerp_s_Mouse_Lemur,Microcebus_gerpi,Microcebus_gerpi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Gray_brown_Mouse_Lemur,Microcebus_griseorufus,Microcebus_griseorufus,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Microcebus,Jolly_s_Mouse_Lemur,Microcebus_jollyae,Microcebus_jollyae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Goodman_s_Mouse_Lemur,Microcebus_lehilahytsara,Microcebus_lehilahytsara,Omnivore,1162,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Feeds on fruits, and insects in shrubs, low trees and the pper forest canopy",
Cheirogaleidae,Microcebus,Anjiahely_Mouse_Lemur,Microcebus_macarthurii,Microcebus_macarthurii,Omnivore,182,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Cheirogaleidae,Microcebus,Nosy_Be_Mouse_Lemur,Microcebus_mamiratra,Microcebus_mamiratra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Bemanasy_Mouse_Lemur,NA,Microcebus_manitatra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Margot_Marsh_s_Mouse_Lemur,Microcebus_margotmarshae,Microcebus_margotmarshae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Marohita_Mouse_Lemur,Microcebus_marohita,Microcebus_marohita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Mittermeier_s_Mouse_Lemur,Microcebus_mittermeieri,Microcebus_mittermeieri,Omnivore,182,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Table, no more information",
Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,Microcebus_murinus,Microcebus_murinus,Omnivore,1162,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Is varied, consisting largely of invertebrates (particularly beetles, as well as moths, praying mantids, fulgorid bugs, and spiders) but also fruits, flowers, gums, nectar, exudates and small vertebrates (including tree frogs, geckos and chamaleons).",
Cheirogaleidae,Microcebus,Gray_Mouse_Lemur,Microcebus_murinus,Microcebus_murinus,Gummivore,821,3.8,NI,NI,NI,21.2,75,NI,NI,Kirindy & Berenty,Madagascar,Feeding records (%),6,NI,NI,NI,
Cheirogaleidae,Microcebus,Peters_s_Mouse_Lemur,Microcebus_myoxinus,Microcebus_myoxinus,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Microcebus,Golden_brown_Mouse_Lemur,Microcebus_ravelobensis,Microcebus_ravelobensis,Omnivore,824,6,NI,NI,NI,30,32,NI,32,Ankarafantsika National Park,Madagascar,Feeding time (%),12,NI,NI,NI,
Cheirogaleidae,Microcebus,Rufous_Mouse_Lemur,Microcebus_rufus,Microcebus_rufus,Omnivore,825,NI,NI,NI,NI,NI,NI,NI,NI,Ranomafana National Park,Madagascar,Fecal samples (%),16,NI,NI,NI,
Cheirogaleidae,Microcebus,Sambirano_Mouse_Lemur,Microcebus_sambiranensis,Microcebus_sambiranensis,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cheirogaleidae,Microcebus,Simmons_s_Mouse_Lemur,Microcebus_simmonsi,Microcebus_simmonsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Anosi_Mouse_lemur,Microcebus_tanosi,Microcebus_tanosi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cheirogaleidae,Microcebus,Tavaratra_Mouse_Lemur,Microcebus_tavaratra,Microcebus_tavaratra,Omnivore,164,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Miopithecus,Northern_Talapoin_Monkey,Miopithecus_ogouensis,Miopithecus_ogouensis,Frugivore,246,60,rarely,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Miopithecus,Southern_Talapoin_Monkey,Miopithecus_talapoin,Miopithecus_talapoin,Omnivore,832,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Mainly fruits  and also seeds, young foliage, flowers, and small animals, incuding reptiles and invertebrates. Also bird eggs.",
Cheirogaleidae,Mirza,Coquerel_s_Giant_Mouse_Lemur,Mirza_coquereli,Mirza_coquereli,Omnivore,571,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
