Family,Genus,CommonName,Species,Species (ITIS),Habitat_Forest,Habitat_Savanna,Habitat_Shrubland,Habitat_Grassland,Habitat_Wetlands,Habitat_Rocky areas,Habitat_Desert,Refs1,Refs2
Pitheciidae,Plecturocebus,Madidi_Titi,Plecturocebus_aureipalatii,Plecturocebus_aureipalatii,1,0,0,0,0,0,0,1114,NA
Pitheciidae,Plecturocebus,Lake_Baptista_Titi,Plecturocebus_baptista,Plecturocebus_baptista,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,Prince_Bernhard_s_Titi,Plecturocebus_bernhardi,Plecturocebus_bernhardi,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,Brown_Titi,Plecturocebus_brunneus,Plecturocebus_brunneus,1,0,0,0,0,0,0,30,NA
Pitheciidae,Plecturocebus,Chestnut_bellied_Titi,Plecturocebus_caligatus,Plecturocebus_caligatus,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,Caquetá_Titi,Plecturocebus_caquetensis,Plecturocebus_caquetensis,1,0,0,0,1,0,0,1115,NA
Pitheciidae,Plecturocebus,Ashy_Titi,Plecturocebus_cinerascens,Plecturocebus_cinerascens,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,Coppery_Titi,Plecturocebus_cupreus,Plecturocebus_cupreus,1,0,0,0,0,0,0,926,NA
Pitheciidae,Plecturocebus,Red_crowned_Titi,Plecturocebus_discolor,Plecturocebus_discolor,1,0,0,0,1,0,0,253,263
Pitheciidae,Plecturocebus,White_eared_Titi,Plecturocebus_donacophilus,Plecturocebus_donacophilus,1,1,0,0,1,0,0,251,
Pitheciidae,Plecturocebus,Hoffmann_s_Titi,Plecturocebus_hoffmannsi,Plecturocebus_hoffmannsi,1,0,0,0,1,0,0,241,1116
Pitheciidae,Plecturocebus,Milton´s_titi_monkey,Plecturocebus_miltoni,Plecturocebus_miltoni,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Plecturocebus,Rio_Beni_Titi,Plecturocebus_modestus,Plecturocebus_modestus,1,0,1,0,1,0,0,251,
Pitheciidae,Plecturocebus,Red_bellied_Titi,Plecturocebus_moloch,Plecturocebus_moloch,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,San_Martín_Titi,Plecturocebus_oenanthe,Plecturocebus_oenanthe,1,0,1,0,1,0,0,252,
Pitheciidae,Plecturocebus,Olalla_s_Titi,Plecturocebus_olallae,Plecturocebus_olallae,1,1,1,0,1,0,0,251,
Pitheciidae,Plecturocebus,Ornate_Titi,Plecturocebus_ornatus,Plecturocebus_ornatus,1,0,0,0,0,0,0,934,NA
Pitheciidae,Plecturocebus,Pale_Titi,Plecturocebus_pallescens,Plecturocebus_pallescens,1,0,1,0,1,0,0,935,NA
Pitheciidae,Plecturocebus,Stephen_Nash_s_Titi,Plecturocebus_stephennashi,Plecturocebus_stephennashi,1,0,0,0,0,0,0,241,NA
Pitheciidae,Plecturocebus,Toppin’s_Titi,Plecturocebus_toppini,Plecturocebus_toppini,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Plecturocebus,Urubamba_Brown_Titi,Plecturocebus_urubambensis,Plecturocebus_urubambensis,0,0,0,0,0,0,0,NA,NA
Pitheciidae,Plecturocebus,Vieira_s_Titi,Plecturocebus_vieirai,Plecturocebus_vieirai,1,0,0,0,1,0,0,1117,NA
Hominidae,Pongo,Sumatran_Orangutan,Pongo_abelii,Pongo_abelii,1,0,0,0,0,0,0,227,NA
Hominidae,Pongo,Bornean_Orangutan,Pongo_pygmaeus,Pongo_pygmaeus,1,0,0,0,0,0,0,227,NA
Hominidae,Pongo,Tapanuli_Orangutan,NA,Pongo_tapanuliensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercopithecidae,Presbytis,Black_and_white_Langur,Presbytis_bicolor,Presbytis_bicolor,1,0,0,0,0,0,0,1118,NA
Cercopithecidae,Presbytis,Miller_s_Langur,Presbytis_canicrus,Presbytis_canicrus,1,0,0,0,0,0,0,940,NA
Cercopithecidae,Presbytis,Cross_marked_Langur,Presbytis_chrysomelas,Presbytis_chrysomelas,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Javan_Langur,Presbytis_comata,Presbytis_comata,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Banded_Langur,Presbytis_femoralis,Presbytis_femoralis,1,0,0,1,1,0,0,227,NA
Cercopithecidae,Presbytis,White_fronted_Langur,Presbytis_frontata,Presbytis_frontata,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Hose_s_Langur,Presbytis_hosei,Presbytis_hosei,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Black_crested_Sumatran_Langur,Presbytis_melalophos,Presbytis_melalophos,1,0,1,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Mitered_Langur,Presbytis_mitrata,Presbytis_mitrata,1,0,1,0,0,0,0,1087,NA
Cercopithecidae,Presbytis,Natuna_Islands_Langur,Presbytis_natunae,Presbytis_natunae,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Mentawai_Langur,Presbytis_potenziani,Presbytis_potenziani,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Maroon_Langur,Presbytis_rubicunda,Presbytis_rubicunda,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,Presbytis_sabana,Presbytis_sabana,1,0,0,0,0,0,0,948,NA
Cercopithecidae,Presbytis,Pale_thighed_Langur,Presbytis_siamensis,Presbytis_siamensis,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Presbytis,Siberut_Langur,Presbytis_siberu,Presbytis_siberu,1,0,0,0,1,0,0,1119,NA
Cercopithecidae,Presbytis,Black_Sumatran_Langur,Presbytis_sumatrana,Presbytis_sumatrana,1,0,0,0,0,0,0,1087,NA
Cercopithecidae,Presbytis,Thomas_s_Langur,Presbytis_thomasi,Presbytis_thomasi,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Procolobus,Olive_Colobus,Procolobus_verus,Procolobus_verus,1,0,0,0,0,0,0,227,NA
Lemuridae,Prolemur,Greater_Bamboo_Lemur,Prolemur_simus,Prolemur_simus,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Silky_Sifaka,Propithecus_candidus,Propithecus_candidus,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Coquerel_s_Sifaka,Propithecus_coquereli,Propithecus_coquereli,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Crowned_Sifaka,Propithecus_coronatus,Propithecus_coronatus,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Decken_s_Sifaka,Propithecus_deckenii,Propithecus_deckenii,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Diademed_Sifaka,Propithecus_diadema,Propithecus_diadema,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Milne_Edwards_s_Sifaka,Propithecus_edwardsi,Propithecus_edwardsi,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Perrier_s_Sifaka,Propithecus_perrieri,Propithecus_perrieri,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Tattersall_s_Sifaka,Propithecus_tattersalli,Propithecus_tattersalli,1,0,0,0,0,0,0,227,NA
Indriidae,Propithecus,Verreaux_s_Sifaka,Propithecus_verreauxi,Propithecus_verreauxi,1,0,1,0,0,0,0,227,NA
Cercopithecidae,Pygathrix,Grey_shanked_Douc,Pygathrix_cinerea,Pygathrix_cinerea,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Pygathrix,Red_shanked_Douc,Pygathrix_nemaeus,Pygathrix_nemaeus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Pygathrix,Black_shanked_Douc,Pygathrix_nigripes,Pygathrix_nigripes,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rhinopithecus,Tonkin_Snub_nosed_Monkey,Rhinopithecus_avunculus,Rhinopithecus_avunculus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rhinopithecus,Yunnan_Snub_nosed_Monkey,Rhinopithecus_bieti,Rhinopithecus_bieti,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rhinopithecus,Guizhou_Snub_nosed_Monkey,Rhinopithecus_brelichi,Rhinopithecus_brelichi,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rhinopithecus,Golden_Snub_nosed_Monkey,Rhinopithecus_roxellana,Rhinopithecus_roxellana,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rhinopithecus,Stryker_s_Snub_nosed_Monkey,Rhinopithecus_strykeri,Rhinopithecus_strykeri,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Rungwecebus,Kipunji,Rungwecebus_kipunji,Rungwecebus_kipunji,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Pied_Tamarin,Saguinus_bicolor,Saguinus_bicolor,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Geoffroy_s_Tamarin,Saguinus_geoffroyi,Saguinus_geoffroyi,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Emperor_Tamarin,Saguinus_imperator,Saguinus_imperator,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Mottled_face_Tamarin,Saguinus_inustus,Saguinus_inustus,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Red_bellied_Tamarin,Saguinus_labiatus,Saguinus_labiatus,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,White_footed_Tamarin,Saguinus_leucopus,Saguinus_leucopus,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,Saguinus_martinsi,Saguinus_martinsi,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Midas_Tamarin,Saguinus_midas,Saguinus_midas,1,1,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Mustached_Tamarin,Saguinus_mystax,Saguinus_mystax,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Western_Black_handed_Tamarin,Saguinus_niger,Saguinus_niger,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Cotton_top_Tamarin,Saguinus_oedipus,Saguinus_oedipus,1,0,0,0,0,0,0,227,NA
Callitrichidae,Saguinus,Eastern_Black_handed_Tamarin,Saguinus_ursulus,Saguinus_ursulus,0,0,0,0,0,0,0,NA,NA
Cebidae,Saimiri,Black_capped_Squirrel_Monkey,Saimiri_boliviensis,Saimiri_boliviensis,1,0,0,0,0,0,0,227,NA
Cebidae,Saimiri,Humboldt_s_Squirrel_Monkey,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis,1,1,1,0,1,0,0,1021,NA
Cebidae,Saimiri,Collins'_Squirrel_Monkey,NA,Saimiri_collinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cebidae,Saimiri,Ecuadorian_Squirrel_Monkey,Saimiri_macrodon,Saimiri_macrodon,1,0,0,0,0,0,0,1021,NA
Cebidae,Saimiri,Central_American_Squirrel_Monkey,Saimiri_oerstedii,Saimiri_oerstedii,1,0,0,0,0,0,0,227,NA
Cebidae,Saimiri,Guianan_Squirrel_Monkey,Saimiri_sciureus,Saimiri_sciureus,1,0,0,0,0,0,0,227,NA
Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,Saimiri_ustus,Saimiri_ustus,1,0,0,0,0,0,0,227,NA
Cebidae,Saimiri,Black_headed_Squirrel_Monkey,Saimiri_vanzolinii,Saimiri_vanzolinii,1,0,0,0,0,0,0,227,NA
Cebidae,Sapajus,Guianan_Brown_Capuchin,Sapajus_apella,Sapajus_apella,1,1,0,0,0,0,0,227,NA
Cebidae,Sapajus,Hooded_Capuchin,Sapajus_cay,Sapajus_cay,1,1,0,0,0,0,0,227,NA
Cebidae,Sapajus,Blond_Capuchin,Sapajus_flavius,Sapajus_flavius,1,0,0,0,0,0,0,227,NA
Cebidae,Sapajus,Bearded_Capuchin,Sapajus_libidinosus,Sapajus_libidinosus,1,1,0,0,0,0,0,227,NA
Cebidae,Sapajus,Large_headed_Capuchin,Sapajus_macrocephalus,Sapajus_macrocephalus,1,0,0,0,0,0,0,227,NA
Cebidae,Sapajus,Black_horned_Capuchin,Sapajus_nigritus,Sapajus_nigritus,1,0,0,0,0,0,0,227,NA
Cebidae,Sapajus,Crested_Capuchin,Sapajus_robustus,Sapajus_robustus,1,0,0,0,0,0,0,227,NA
Cebidae,Sapajus,Yellow_breasted_Capuchin,Sapajus_xanthosternos,Sapajus_xanthosternos,1,0,0,0,0,0,0,227,NA
Galagidae,Sciurocheirus,Bioko_Squirrel_Galago,Sciurocheirus_alleni,Sciurocheirus_alleni,1,0,0,0,0,0,0,227,NA
Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,Sciurocheirus_cameronensis,NA,1,0,0,0,0,0,0,1120,NA
Galagidae,Sciurocheirus,Gabon_Squirrel_Galago,Sciurocheirus_gabonensis,Sciurocheirus_gabonensis,1,0,0,0,0,0,0,227,NA
Galagidae,Sciurocheirus,Makandé_squirrel_galago,Sciurocheirus_makandensis,Sciurocheirus_makandensis,0,0,0,0,0,0,0,NA,NA
Cercopithecidae,Semnopithecus,Chamba_Sacred_Langur,Semnopithecus_ajax,Semnopithecus_ajax,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Bengal_Sacred_Langur,Semnopithecus_entellus,Semnopithecus_entellus,1,1,1,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Terai_Sacred_Langur,Semnopithecus_hector,Semnopithecus_hector,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Malabar_Sacred_Langur,Semnopithecus_hypoleucos,Semnopithecus_hypoleucos,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Nilgiri_Langur,Semnopithecus_johnii,Semnopithecus_johnii,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Tufted_Gray_Langur,Semnopithecus_priam,Semnopithecus_priam,1,0,1,0,0,0,0,227,NA
Cercopithecidae,Semnopithecus,Nepal_Sacred_Langur,Semnopithecus_schistaceus,Semnopithecus_schistaceus,1,0,1,0,0,1,0,227,NA
Cercopithecidae,Semnopithecus,Purple_faced_Langur,Semnopithecus_vetulus,Semnopithecus_vetulus,1,0,0,0,0,1,0,1143,NA
Cercopithecidae,Simias,Pig_tailed_Langur,Simias_concolor,Simias_concolor,1,0,0,0,0,0,0,227,NA
Hylobatidae,Symphalangus,Siamang,Symphalangus_syndactylus,Symphalangus_syndactylus,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Dian_s_Tarsier,Tarsius_dentatus,Tarsius_dentatus,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Makassar_Tarsier,Tarsius_fuscus,Tarsius_fuscus,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Lariang_Tarsier,Tarsius_lariang,Tarsius_lariang,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Peleng_Tarsier,Tarsius_pelengensis,Tarsius_pelengensis,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Sulawesi_Mountain_Tarsier,Tarsius_pumilus,Tarsius_pumilus,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Great_Sangihe_Tarsier,Tarsius_sangirensis,Tarsius_sangirensis,1,0,0,0,1,0,0,227,NA
Tarsiidae,Tarsius,Gursky's_Spectral_Tarsier ,NA,Tarsius_spectrumgurskyae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsiidae,Tarsius,Jatna's_Tarsier,NA,Tarsius_supriatnai,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tarsiidae,Tarsius,Selayar_Tarsier,Tarsius_tarsier,Tarsius_tarsier,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Siau_Island_Tarsier,Tarsius_tumpara,Tarsius_tumpara,1,0,0,0,0,0,0,227,NA
Tarsiidae,Tarsius,Wallace_s_Tarsier,Tarsius_wallacei,Tarsius_wallacei,1,0,0,0,1,0,0,227,NA
Cercopithecidae,Theropithecus,Gelada,Theropithecus_gelada,Theropithecus_gelada,0,0,0,1,0,1,0,227,NA
Cercopithecidae,Trachypithecus,East_Javan_Langur,Trachypithecus_auratus,Trachypithecus_auratus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Tenasserim_Langur,Trachypithecus_barbei,Trachypithecus_barbei,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,Trachypithecus_crepusculus,Trachypithecus_crepusculus,1,0,0,0,0,0,0,1121,NA
Cercopithecidae,Trachypithecus,Silvered_Langur,Trachypithecus_cristatus,Trachypithecus_cristatus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Delacour_s_Langur,Trachypithecus_delacouri,Trachypithecus_delacouri,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Black_Langur,Trachypithecus_ebenus,Trachypithecus_ebenus,1,0,0,0,0,1,0,227,NA
Cercopithecidae,Trachypithecus,Francois_s_Langur,Trachypithecus_francoisi,Trachypithecus_francoisi,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Golden_Langur,Trachypithecus_geei,Trachypithecus_geei,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Germain_s_Langur,Trachypithecus_germaini,Trachypithecus_germaini,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Hatinh_Langur,Trachypithecus_hatinhensis,Trachypithecus_hatinhensis,1,0,0,0,0,1,0,227,NA
Cercopithecidae,Trachypithecus,Laos_Langur,Trachypithecus_laotum,Trachypithecus_laotum,1,0,0,0,0,1,0,227,NA
Cercopithecidae,Trachypithecus,White_headed_Langur,Trachypithecus_leucocephalus,Trachypithecus_leucocephalus,1,0,1,0,0,0,0,255,
Cercopithecidae,Trachypithecus,Annamese_Langur,Trachypithecus_margarita,Trachypithecus_margarita,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,West_Javan_Langur,Trachypithecus_mauritius,Trachypithecus_mauritius,1,0,0,0,1,0,0,1088,NA
Cercopithecidae,Trachypithecus,Dusky_Langur,Trachypithecus_obscurus,Trachypithecus_obscurus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Phayre_s_Langur,Trachypithecus_phayrei,Trachypithecus_phayrei,1,1,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Capped_Langur,Trachypithecus_pileatus,Trachypithecus_pileatus,1,0,0,0,0,0,0,227,NA
Cercopithecidae,Trachypithecus,Cat_Ba_Langur,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,1,0,1,0,0,0,0,254,199
Cercopithecidae,Trachypithecus,Selangor_Silvery_Langur,Trachypithecus_selangorensis,Trachypithecus_selangorensis,1,0,0,0,0,0,0,1095,NA
Cercopithecidae,Trachypithecus,Shortridge_s_Langur,Trachypithecus_shortridgei,Trachypithecus_shortridgei,1,0,0,0,0,0,0,227,NA
Lemuridae,Varecia,Red_Ruffed_Lemur,Varecia_rubra,Varecia_rubra,1,0,0,0,0,0,0,227,NA
Lemuridae,Varecia,Black_and_white_Ruffed_Lemur,Varecia_variegata,Varecia_variegata,1,0,0,0,0,0,0,227,NA
