Family,Genus,CommonName,Species,Species (ITIS),DielActivity,Refs
Tarsiidae,Tarsius,Gursky's_Spectral_Tarsier ,NA,Tarsius_spectrumgurskyae,NA,NA
Tarsiidae,Tarsius,Jatna's_Tarsier,NA,Tarsius_supriatnai,NA,NA
Tarsiidae,Tarsius,Selayar_Tarsier,Tarsius_tarsier,Tarsius_tarsier,N,1062
Tarsiidae,Tarsius,Siau_Island_Tarsier,Tarsius_tumpara,Tarsius_tumpara,N,1130
Tarsiidae,Tarsius,Wallace_s_Tarsier,Tarsius_wallacei,Tarsius_wallacei,N,1063
Cercopithecidae,Theropithecus,Gelada,Theropithecus_gelada,Theropithecus_gelada,D,1064
Cercopithecidae,Trachypithecus,East_Javan_Langur,Trachypithecus_auratus,Trachypithecus_auratus,D,1068
Cercopithecidae,Trachypithecus,Tenasserim_Langur,Trachypithecus_barbei,Trachypithecus_barbei,D,1070
Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,Trachypithecus_crepusculus,Trachypithecus_crepusculus,D,1071
Cercopithecidae,Trachypithecus,Silvered_Langur,Trachypithecus_cristatus,Trachypithecus_cristatus,D,1073
Cercopithecidae,Trachypithecus,Delacour_s_Langur,Trachypithecus_delacouri,Trachypithecus_delacouri,D,1075
Cercopithecidae,Trachypithecus,Black_Langur,Trachypithecus_ebenus,Trachypithecus_ebenus,D,1134
Cercopithecidae,Trachypithecus,Francois_s_Langur,Trachypithecus_francoisi,Trachypithecus_francoisi,D,1078
Cercopithecidae,Trachypithecus,Golden_Langur,Trachypithecus_geei,Trachypithecus_geei,D,1080
Cercopithecidae,Trachypithecus,Germain_s_Langur,Trachypithecus_germaini,Trachypithecus_germaini,D,1081
Cercopithecidae,Trachypithecus,Hatinh_Langur,Trachypithecus_hatinhensis,Trachypithecus_hatinhensis,D,1075
Cercopithecidae,Trachypithecus,Laos_Langur,Trachypithecus_laotum,Trachypithecus_laotum,D,1134
Cercopithecidae,Trachypithecus,White_headed_Langur,Trachypithecus_leucocephalus,Trachypithecus_leucocephalus,D,1084
Cercopithecidae,Trachypithecus,Annamese_Langur,Trachypithecus_margarita,Trachypithecus_margarita,D,1075
Cercopithecidae,Trachypithecus,West_Javan_Langur,Trachypithecus_mauritius,Trachypithecus_mauritius,D,1088
Cercopithecidae,Trachypithecus,Dusky_Langur,Trachypithecus_obscurus,Trachypithecus_obscurus,D,1089
Cercopithecidae,Trachypithecus,Phayre_s_Langur,Trachypithecus_phayrei,Trachypithecus_phayrei,D,1091
Cercopithecidae,Trachypithecus,Capped_Langur,Trachypithecus_pileatus,Trachypithecus_pileatus,D,1093
Cercopithecidae,Trachypithecus,Cat_Ba_Langur,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,D,254
Cercopithecidae,Trachypithecus,Selangor_Silvery_Langur,Trachypithecus_selangorensis,Trachypithecus_selangorensis,D,1095
Cercopithecidae,Trachypithecus,Shortridge_s_Langur,Trachypithecus_shortridgei,Trachypithecus_shortridgei,D,435
Lemuridae,Varecia,Red_Ruffed_Lemur,Varecia_rubra,Varecia_rubra,D,51
Lemuridae,Varecia,Black_and_white_Ruffed_Lemur,Varecia_variegata,Varecia_variegata,D,1098
