"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Elimia	livescens	Invert		H	Evans-White & Lamberti 2005	42.74	2.33	9.1	1.61	0.74	0.09									0.032579310344828		Vanni_2017											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Ephemeroptera		Ephemeridae	Ephemera		Invert		O	Hamilton_1983	43.69		9.69		0.81										0.00128325212766		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Gammarus	pseudolimnaeus	Invert		H	Wilhelm et al 1999 (same genus)	35.49	1.54	7.52	0.45	0.9	0.13									0.006167142857143		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Tricoptera		Glossosomatidae	Glossosoma		Invert		H	McNeely	49.14		8.99		0.59										0.004466014364641		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Gomphidae	Gomphus		Invert		C	Alzmann_1999	46.16		9.92		0.47										0.011203333333333		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Tricoptera		Helicopsychidae	Helicopsyche	borealis	Invert		H	Vaughn_1986	51.19	2.31	8.53	0.33	0.67	0.27									0.004466014364641		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Hetaerina		Invert		C	Rugenski 2013	49.46		10.86		0.73										0.005331538461538		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Ephemeroptera		Ephemeridae	Hexagenia		Invert		D	Drouillard	43.22		10.75		0.35										0.00128325212766		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Hydropsyche		Invert		H	Lessard-Pilon, S, PB McIntyre, AS Flecker & SA Thomas, unpubl	47.62	1.64	10.31	0.68	0.67	0.17									0.001326666666667		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Heptageniidae	Leucrocuta		Invert		H	Gaines-_et_al_1989	52.03		9		0.48										0.001912041463415		Vanni (familly mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Coleoptera		Elmidae	Macronychus		Invert		H	Philips_1997	50.38		10.29		0.22										0.001845791304348		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Tricoptera		Odontoceridae	Namamyia		Invert		D	Wiggings_1978	51.68	1.22	7.47	0.45	0.67	0.39									0.004466014364641		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Corydalidae	Nigronia		Invert		C	Fuller_1990	48.1		11.68		0.67										0.0375		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Coleoptera		Elmidae	Optioservus		Invert		D	Seagle_1982	47.01		9.99		0.19										0.001845791304348		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Orconectes	propinquus	Invert		O	Evans-White & Lamberti 2005	34.59	1.92	7.62	0.45	0.99	0.11									1.11435161290323		Vanni_2017											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Orconectes	rusticus	Invert		O	Evans-White & Lamberti 2005 (same genus)	34.37	1.54	7.2	0.5	0.85	0.12									0.383689230769231		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Physa	gyrina	Invert		H	Gregory_1983	43.88	0.83	11.49	0.5	1.02	0.1									0.086924166666667		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Physa	integra	Invert		H	Lowe_1988	44.69		10.53		0.93										0.086924166666667		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Physa	magnalacustris	Invert		H	Gregory_1983 (same genus)	44.99		11.06		0.73										0.086924166666667		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Basommatophora		Planorbidae	Planorbella	campanulata	Invert		H	Linder_2018	35.64		8.49		0.83										0.049522977272727		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Basommatophora		Planorbidae	Planorbella	trivolvis	Invert		H	Plutz_et_al_2011	38.47	0.39	8.39	1.25	0.73	0.12									0.049522977272727		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Psephenidae	Psephenus	herricki	Invert		O	Murvosh_1971	49.32	2.04	10.08	0.42	0.54	0.09									0.000175714285714		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Pteronarcys		Invert		D	McDiffett_1970	49.89	1.25	10.77	0.4	0.7	0.21									0.069605263157895		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Lymnaeidae	Radix	auricularia	Invert		D	Adam_1992	36.4	1.38	9.21	0.42	0.87	0.05									0.084233333333333		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Simulium		Invert		H	Hall et al 2007	46.14	0.94	10.35	0.5	0.88	0.01									0.00018797		Vanni_2017_(genus_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Lymnaeidae	Stagnicola	elodes	Invert		H	Sandland_2003	42.82	2.3	9.76	1.13	0.85	0.06									0.084233333333333		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Heptageniidae	Stenacron	interpunctatum	Invert		D	McShaffrey	46.78	2.88	9.69	0.77	0.61	0.17									0.001912041463415		Vanni (familly mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x				Coleoptera		Elmidae	Stenelmis		Invert		C	Back_2013	48.94	1.2	10.12	0.37	0.29	0.06									0.001845791304348		Vanni_2017_(order_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Stenonema		Invert	D			48.33	2.54	10.09	0.9	0.54	0.16									0.001562666666667		Vanni (genus mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x							Tipulidae		Invert		H	Rugenski 2013	49.35	3.36	9.73	1.45	0.63	0.01									0.004420824		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Evans-white_2005		10.1111/j.1365-2427.2005.01455.x						Viviparidae	Viviparus	georgianus	Invert		H	Browne_1978	38.03		7.48		0.59										0.19		Vanni_2017_(familly_mean)											Freshwater						JS	Field	Whole body	No	0";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Acrocera	globulus	Invert	H							0.56								0.00409														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Delia	floralis	Invert	H			47		12.1		0.65			4.53		212.1			0.00256														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Philonicus	albiceps	Invert	C			48.5		10.5		0.49			5.39		288.2			0.0047														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Bibio		Invert	H							1.22								0.00068														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Bibio		Invert	H							0.57								0.00308														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Bibio		Invert	H			48.1		12.3					4.56					0.00188														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Bombylius	major	Invert	H							0.61								0.02208														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Hemipenthes	maurus	Invert	H			44.9		11.2		0.92			4.69		142.2			0.00146														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Bellardia		Invert	D							0.46								0.00527														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Calliphora	vicina	Invert	D			45.5		11.1		0.73			4.78		181.7			0.03063														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Lucillia		Invert	D			48.1		12.2		0.75			4.6		187			0.0155														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Melanomyia	nana	Invert	H			40.21		9.97					4.71					0.00105														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Protocalliphora	azurea	Invert	D							0.39								0.03209														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Chironomus		Invert	D			43.9		9.3		0.91			5.52		140			0.00074														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Dicrotendipes		Invert	D							0.91								0.00033														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Chlorops		Invert	H			46.38		11.7					4.61					0.00064														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Docraeus		Invert	H							0.47								0.00053														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Elachiptera	cornuta	Invert	H							0.94								0.00022														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Oscinella		Invert	H							1.5								0.00027														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Platycephala	umbraculata	Invert	H			43.77		10		0.99			5.08		129.1			0.00153														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Thaumatomyia		Invert	H			40.08		9.06		0.89			5.16		131.8			0.0007														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Myopa	testacea	Invert	H							0.56								0.00599														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Aedes		Invert	C			48.65		9.18		1.73			6.19		82.19			0.00056														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Anopheles		Invert	C			47.63		10.1		1.54			5.52		90.08			0.00094														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Dolichopus	plumipes	Invert	C			47.47		11		0.79			5.05		175.4			0.00126														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Dolichopus		Invert	C			47.46		10.8		0.93			5.11		149.1			0.00208														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Clinocerinae		Invert	C			49.03		11.8		1.13			4.86		126			0.00017														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Empis	opaca	Invert	C							0.57								0.00543														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Empis	stercorea	Invert	C			46.02		11.9		1.09			4.5		122			0.00194														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Empis	livida	Invert	C			44.17		9.85		0.61			5.23		212.5			0.00461														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Empis	pennipes	Invert	C			48.35		13.8					4.1					0.00042														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Empis	tesselata	Invert	C			46.98		11.2					4.9					0.00227														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Rhampomyia		Invert	C							0.77								0.00249														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tachydromia		Invert	C							1.16								0.00013														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tachypeza		Invert	C							0.79								0.00088														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Caenia	fumosa	Invert	D			46.11		6.64		1.11			8.1		120			0.00113														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Ornithomyia	chloropus	Invert	C			47.18		11.1					4.94					0.00375														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Hybos	femoratus	Invert	C			46.44		11.2					4.85					0.00044														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Lauxania	cylindricornis	Invert	D			47.36		11		1.22			5		113.4			0.00071														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Sapromyza		Invert	D			34.75		7.86		1.2			5.16		84.32			0.00018														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Epiphragma	ocellaris	Invert	D			47.75		10.3		0.7			5.42		199.3			0.0028														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Limonia		Invert	D			49.55		11.4		0.99			5.08		146.5			0.00105														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Limonia	quadrionotula	Invert	D							0.43								0.00539														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Limonia	sexpunctata	Invert	D							1								0.00173														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Limnophila	ferruginea	Invert	D			47.66		12.5		1.02			4.43		136.2			0.00273														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x						Lonchopteridae 			Invert	H							0.92								0.00028														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Calobata		Invert	C			46.89		9.41		1.3			5.81		104.9			0.00047														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Calobata		Invert	C			44.3		10.9					4.75					0.00195														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Coenosia		Invert	D			49.96		11.5		0.65			5.08		223.2			0.00028														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Lispocephala	erythrocera	Invert	D							1.03								0.00116														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Mesembrina	meridiane	Invert	D							0.93								0.02575														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Musca	domestica	Invert	D							0.31								0.00854														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Orthellia	caesarium	Invert	D							0.76								0.00434														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Phaonia		Invert	D			45.65		12.3		0.91			4.34		145.7			0.01391														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Opomyza	florum	Invert	H			51.31		10.3		0.68			5.8		219.3			0.00094														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x						Pipunculidae			Invert	H			40.31		7.83		0.86			6.01		136			0.0008														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Psila		Invert	H							1.2								0.0004														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x						Psychodidae			Invert	D							1.54								0.00015														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Chrysopilus	auratus	Invert	H							1.05								0.00192														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Rhagio	notatus	Invert	H			43.89		9.53		1.03			5.37		123.8			0.00092														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Paykullia	maculata	Invert	H			40.12		9.01		0.72			5.19		162.6			0.0031														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Rhinophora	lepida	Invert	H			37.07		7.41		0.74			5.84		146.6			0.00269														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x						Sarcophagidae			Invert	D							0.87								0.01313														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Scatophaga	stercoraria	Invert	C			44.41		10.7		0.73			4.82		178			0.01098														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x						Scatopsidae			Invert	H			43.61		11.5		0.59			4.41		215.2			0.00029														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Lycaria	scatopsoides	Invert	D			48.26		11.3		1.48			4.99		95.28			0.00029														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Dictya	umbrarum	Invert	C			50.67		11					5.35					0.00249														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Pherbina	coryleti	Invert	C							0.28								0.00552														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tetanocera	robusta	Invert	C			41.37		11.4		0.43			4.25		283.3			0.00417														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Trypetoptera	punctulata	Invert	C							0.85								0.00146														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Sepsis		Invert	D							0.76								0.00045														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Themira	leachii	Invert	D							0.97								0.0008														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Chilomyia		Invert	H			45.46		9.15					5.79					0.00321														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Microchrysa		Invert	H							0.94								0.00093														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Nemotelus	pantherinus	Invert	H			40.51		10.1		0.87			4.7		136.2			0.00114														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Baccha	elongata	Invert	H							1.11								0.00074														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Cheilosia	scutellata	Invert	H			46.43		12.1		0.64			4.49		212.8			0.00419														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Cheilosia	variabilis	Invert	H			45.85		9.7					5.51					0.00239														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Chrysotoxum	arcuatum	Invert	H			49.94		8.8		0.6			6.62		244.2			0.01642														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Eoseristalis	cryptorum	Invert	H			48.12		9.89		0.55			5.69		253.8			0.02091														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Episyrphus	balteatus	Invert	H							0.49								0.00477														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Eristalinus	sepulchralis	Invert	H			49.56		9.75		0.54			5.93		267.2			0.00425														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Eumerus	strigatus	Invert	H							0.81								0.00333														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Metasyrphus		Invert	H			48.04		9.5					5.9		214.2			0.00314														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Myathropa	florea	Invert	H			48.18		10.6		0.64			5.28		219			0.03423														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Platycheiros	fulviventris	Invert	H			48.94		10.5		1.18			5.42		121			0.00114														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Rhingia	campestris	Invert	H							0.83								0.00675														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Syrphus	ribesii	Invert	H			47.22		7.26		0.63			7.59		217.7			0.00498														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Volucella	pellucens	Invert	H			43.58		8.21		0.7			6.2		181.3			0.0304														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Xylota	florum	Invert	H			42.14		10.4		0.58			4.72		211.4			0.00669														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Xylota	coeruliventris	Invert	H							0.38								0.00947														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Haematopota	pluvialis	Invert	C							1.14								0.00363														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Eriothrix	rufomaculatum	Invert	H			45.39		10.6		0.76			4.98		174.3			0.00506														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Mintho	rufiventris	Invert	H							0.42								0.00404														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tephritis	dilacerata	Invert	H			52.03		11.2		0.71			5.4		212.9			0.00088														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Urophora	stylata	Invert	H							1.12								0.00141														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Thereva	latistratia	Invert	H			45.97		9.32		0.58			5.75		231.7			0.0048														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Thereva	annulata	Invert	H			41.81		9.16		0.43			5.33		283.4			0.00698														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Nephrotoma	maculata	Invert	D							0.75								0.00515														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tipula	luna	Invert	D			47.41		12.4		0.66			4.46		210.5			0.03053														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tipula	lateralis	Invert	D							0.61								0.00518														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Tipula	vittata	Invert	D							0.72								0.01295														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Ula	macroptera	Invert	D							0.96								0.00101														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Hamback_2009		10.1111/j.1600-0706.2008.17177.x							Ortalis	urticae	Invert	H							0.71								0.00327														Adult	Temperate Forest						JS	Field	Whole body	No	molar";
"Fagan_2002		10.1086/343879							Mordellistena		Invert	H					9.7																		0.0021								Terrestrial	Menoni_2006				JS				0";
"Fagan_2002		10.1086/343879							Lygus	lineolaris	Invert	H					9																		0.0048							Terrestrial						JS				0";
"Fagan_2002		10.1086/343879						Psyllidae			Invert	H					10.6																			0.0022						Terrestrial						JS				0";
